source_index,source_label,source_specialty,source_disease,Sensitivity,Specificity,Prevalence,reported_sample_size,tp,fp,fn,tn,PPV,NPV,Youden's J,H(parent),H(children),Entropy Removal,% Removed,LR+,LR-,Proportion of Positive Cases,Proportion of Negative Cases,Positive Child Entropy,Negative Child Entropy,data_source,confidence,study,cutoff,source_excel_row,source_correction,catalog_id,canonical_name,match_method,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,calculator_key,confidence_group,evidence_group,sampling_design,integer_counts,count_total,sensitivity,specificity,prevalence,ppv,npv,youden_j,lr_positive,lr_negative,diagnostic_odds_ratio,parent_entropy_bits,positive_fraction,negative_fraction,positive_entropy_bits,negative_entropy_bits,conditional_entropy_bits,entropy_reduction_bits,entropy_removed_percent,parent_entropy_mm_bits,entropy_reduction_mm_bits,entropy_removed_mm_percent,positive_information_bits,negative_information_bits,positive_information_share_percent,negative_information_share_percent,information_contribution_pattern,included,exclusion_reason
102,Current Opioid Misuse Measure (COMM),Pain Medicine / Addiction Medicine,Current aberrant opioid-related behavior,0.7123287671,0.7124183007,0.3230088496,226.0,52.0,44.0,21.0,109.0,0.5416666667,0.8384615385,0.4247470678,0.9076235079,0.7896265572,0.1179969507,13.00064946,2.476961395,0.4037954003,0.3230088496,0.6769911504,0.9949848282,0.6379773724,v1_raw,Moderate,"Butler et al., 2010",COMM ≥9,104,,10428.0,Current Opioid Misuse Measure (COMM),Exact,https://www.mdcalc.com/calc/10428/current-opioid-misuse-measure-comm,Prognosis,"Anesthesiology, Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pain Management, Primary Care",Any/All,mdcalc:10428,Moderate,Count-based,Unclear,True,226.0,0.7123287671232876,0.7124183006535948,0.3230088495575221,0.5416666666666666,0.8384615384615385,0.4247470677768823,2.476961394769614,0.40379540027648614,6.134199134199134,0.9076235078567054,0.4247787610619469,0.5752212389380531,0.9949848281859699,0.6379773724204627,0.7896265571704126,0.11799695068629279,13.000649461463928,0.9108153110445129,0.11480514749848535,12.60465717982146,0.06204732188392612,0.055949628802366605,52.58383502543672,47.41616497456328,Balanced,True,
103,Danger Assessment Tool for Domestic Abuse,"Emergency Medicine, Family Medicine, Obstetrics/Gynecology, Psychiatry",Intimate partner femicide or attempted femicide,0.7884615385,0.8629737609,0.3126252505,499.0,123.0,47.0,33.0,296.0,0.7235294118,0.8996960486,0.6514352994,0.8961806528,0.5996348664,0.2965457863,33.08995629,5.754091653,0.2451273389,0.3126252505,0.6873747495,0.8505970527,0.4699583568,v1_raw,Moderate,"Campbell et al., 2009",≥14 points (severe or extreme danger),105,,10098.0,Danger Assessment Tool for Domestic Abuse,Exact,https://www.mdcalc.com/calc/10098/danger-assessment-tool-domestic-abuse,Prognosis,"Emergency Medicine, Internal Medicine, Hospitalist Medicine",Public Health,mdcalc:10098,Moderate,Count-based,Unclear,True,499.0,0.7884615384615384,0.8629737609329446,0.312625250501002,0.7235294117647059,0.8996960486322189,0.6514352993944832,5.7540916530278245,0.2451273388773389,23.47388781431335,0.8961806527525205,0.3406813627254509,0.6593186372745491,0.8505970526931402,0.4699583568203536,0.599634866436333,0.29654578631618744,33.089956294568466,0.897626238965836,0.29510020010287186,32.87562097592643,0.17464790585034412,0.12189788046584306,58.89407771389759,41.10592228610241,Balanced,True,
104,DECAF Score for Acute Exacerbation of COPD,"Emergency Medicine, Internal Medicine, Pulmonology",In-hospital mortality in acute exacerbation of COPD,0.7348484848,0.776522285,0.07652173913,1725.0,97.0,356.0,35.0,1237.0,0.2141280353,0.9724842767,0.5113707698,0.3898031437,0.3308126853,0.05899045845,15.13339731,3.288240552,0.3414602778,0.07652173913,0.9234782609,0.7492995864,0.1817760767,v1_raw,High,"Echevarria et al., 2016",≥3 points,106,,4018.0,DECAF Score for Acute Exacerbation of COPD,Exact,https://www.mdcalc.com/calc/4018/decaf-score-acute-exacerbation-copd,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Internal Medicine, Pulmonology","Asthma, Coronavirus, Pneumonia, Chronic Obstructive Pulmonary Disease",mdcalc:4018,High,Count-based,Unclear,True,1725.0,0.7348484848484849,0.7765222849968613,0.07652173913043478,0.2141280353200883,0.9724842767295597,0.511370769845346,3.2882405515832485,0.3414602777981921,9.629935794542536,0.38980314374991737,0.26260869565217393,0.7373913043478261,0.7492995863681137,0.18177607666105103,0.3308126852971666,0.05899045845275075,15.133397305434956,0.39022131622553735,0.05857228597713076,15.010017018977395,0.03543687787995659,0.023553580572794098,60.072219829144515,39.927780170855485,Positive-result dominant,True,
105,Dehydration: Assessing Kids Accurately (DHAKA) Score,"Emergency Medicine, Pediatrics",Severe dehydration in children with acute diarrhea,0.8571428571,0.5399061033,0.1411290323,496.0,60.0,196.0,10.0,230.0,0.234375,0.9583333333,0.3970489604,0.5871880253,0.5263612603,0.06082676503,10.35899276,1.862973761,0.2645962733,0.1411290323,0.8588709677,0.7855602923,0.2498822928,v1_raw,High,"Levine et al., 2016",≥4 points,107,,10592.0,Dehydration: Assessing Kids Accurately (DHAKA) Score,Exact,https://www.mdcalc.com/calc/10592/dehydration-assessing-kids-accurately-dhaka-score,Prognosis,"Family Practice, Gastroenterology, Pediatric Subspecialty, Pediatrics, Primary Care","Child/Adolescent Functional GI Disorders, Clostridium Difficile Infection, Colitis, Dehydration, Gastroenteritis, Hyponatremia, Malnutrition, Public Health, Hypokalemia",mdcalc:10592,High,Count-based,Unclear,True,496.0,0.8571428571428571,0.539906103286385,0.14112903225806453,0.234375,0.9583333333333334,0.3970489604292422,1.8629737609329446,0.26459627329192553,7.040816326530611,0.5871880253014825,0.5161290322580645,0.4838709677419355,0.7855602922535472,0.24988229283318544,0.5263612602759528,0.06082676502552975,10.358992759482655,0.588642354979798,0.059372435347214265,10.086334230782953,0.023005552542680826,0.037821212482849,37.8214303079,62.1785696921,Negative-result dominant,True,
106,Denver HIV Risk Score,"Emergency Medicine, Infectious Disease, Primary Care",Newly diagnosed HIV infection,0.8994680851,0.362867619,0.006226530194,4830941.0,27056.0,3058784.0,3024.0,1742077.0,0.008767790942,0.998267149,0.2623357041,0.05457896207,0.05296028466,0.001618677413,2.965753381,1.411744422,0.2770484597,0.006226530194,0.9937734698,0.07250895366,0.01839262082,v1_raw,High,"Haukoos et al., 2015",≥30 points,108,,10046.0,Denver HIV Risk Score,Exact,https://www.mdcalc.com/calc/10046/denver-hiv-risk-score,"Diagnosis, Prognosis","Family Practice, Hospitalist Medicine, Infectious Disease, Internal Medicine",HIV/AIDS,mdcalc:10046,High,Count-based,Unclear,True,4830941.0,0.899468085106383,0.3628676189541834,0.006226530193599963,0.008767790941850517,0.9982671490074213,0.2623357040605665,1.4117444221402737,0.27704845966514974,5.095658802241877,0.054578962072197104,0.638765822228009,0.361234177771991,0.07250895365663881,0.01839262081746784,0.052960284659445495,0.0016186774127516096,2.9657533805982266,0.05457911139041905,0.001618528094529664,2.965471685590294,0.00042658747060340447,0.0011920899421482658,26.354075694319057,73.64592430568095,Negative-result dominant,True,
107,Drug Abuse Screening Test-10 (DAST-10),"Addiction Medicine, Psychiatry, Primary Care",Drug use disorder,0.9820627803,0.9142857143,0.8643410853,258.0,219.0,3.0,4.0,32.0,0.9864864865,0.8888888889,0.8963484946,0.5727560024,0.1590867009,0.4136693015,72.2243503,11.4573991,0.01961883408,0.8643410853,0.1356589147,0.1032750846,0.5032583348,v1_raw,Moderate,"Evren et al., 2013",≥4 points,109,,10526.0,Drug Abuse Screening Test-10 (DAST-10),Exact,https://www.mdcalc.com/calc/10526/drug-abuse-screening-test-10-dast-10,Prognosis,"Clinical Nutrition, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Psychiatry, Rehabilitation Medicine, Toxicology","Drug/Alcohol Use, Anxiety, Bipolar Disorder, Depression/Suicidality, Ingestion/Overdose, Malnutrition, Public Health, Respiratory Failure, Substance Withdrawal",mdcalc:10526,Moderate,Count-based,Unclear,True,258.0,0.9820627802690582,0.9142857142857143,0.8643410852713178,0.9864864864864865,0.8888888888888888,0.8963484945547724,11.457399103139009,0.019618834080717545,583.9999999999981,0.5727560024182086,0.8604651162790697,0.13953488372093023,0.10327508457163533,0.5032583347756457,0.15908670087917165,0.4136693015390369,72.22435029794563,0.5755519230400864,0.4108733809171591,71.38771750547036,0.12318005734758815,0.2904892441914486,29.777422905036126,70.22257709496387,Negative-result dominant,True,
108,Drug Resistance in Pneumonia (DRIP) Score,"Emergency Medicine, Infectious Disease, Internal Medicine, Pulmonology",Community-acquired pneumonia caused by a drug-resistant pathogen,0.7087378641,0.9271523179,0.405511811,254.0,73.0,11.0,30.0,140.0,0.869047619,0.8235294118,0.635890182,0.974083624,0.6351726056,0.3389110185,34.79280527,9.729037952,0.314147018,0.405511811,0.594488189,0.5600443204,0.6722948171,v1_raw,Moderate,"Fadrian et al., 2021",≥4 points,110,,4050.0,Drug Resistance in Pneumonia (DRIP) Score,Exact,https://www.mdcalc.com/calc/4050/drug-resistance-pneumonia-drip-score,Diagnosis,"Anesthesiology, Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Infectious Disease, Internal Medicine, Primary Care, Pulmonology","Coronavirus, Pneumonia",mdcalc:4050,Moderate,Count-based,Unclear,True,254.0,0.7087378640776699,0.9271523178807947,0.40551181102362205,0.8690476190476191,0.8235294117647058,0.6358901819584646,9.729037952338919,0.31414701803051315,30.969696969696958,0.974083624024298,0.33070866141732286,0.6692913385826772,0.5600443203590992,0.6722948170756379,0.6351726055630819,0.3389110184612162,34.79280526871502,0.9769235748921897,0.3360710675933245,34.40095788766406,0.22153070929821572,0.11738030916300049,65.36544910934106,34.63455089065894,Positive-result dominant,True,
109,Duke Criteria for Infective Endocarditis,"Cardiology, Infectious Disease",Infective endocarditis,0.7493734336,0.9489795918,0.6705882353,595.0,299.0,10.0,100.0,186.0,0.9676375405,0.6503496503,0.6983530254,0.9143242464,0.5558661152,0.3584581312,39.20470584,14.6877193,0.264101113,0.6705882353,0.3294117647,0.2061045116,0.9337554003,v1_raw,High,"van der Vaart et al., 2024",Definite IE = positive; possible/rejected IE = negative,111,,1731.0,Duke Criteria for Infective Endocarditis,Exact,https://www.mdcalc.com/calc/1731/duke-criteria-infective-endocarditis,Diagnosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine",Endocarditis,mdcalc:1731,High,Count-based,Unclear,True,595.0,0.7493734335839599,0.9489795918367347,0.6705882352941176,0.9676375404530745,0.6503496503496503,0.6983530254206947,14.68771929824563,0.2641011129975476,55.61400000000006,0.914324246431782,0.519327731092437,0.48067226890756304,0.2061045116127658,0.9337554002624231,0.5558661152326011,0.3584581311991809,39.204705835822494,0.9155365952056382,0.3572457824253246,39.0203716919785,0.20959301129810323,0.14886511990107748,58.47070914444977,41.52929085555023,Balanced,True,
110,Dutch Criteria for Familial Hypercholesterolemia (FH),"Cardiology, Lipidology, Medical Genetics",Genetically confirmed familial hypercholesterolemia,0.5376344086,0.8408408408,0.2183098592,426.0,50.0,53.0,43.0,280.0,0.4854368932,0.866873065,0.3784752494,0.7570693252,0.670749803,0.08631952221,11.40179893,3.377967133,0.5498847926,0.2183098592,0.7816901408,0.9993879681,0.5659518742,v1_raw,Moderate,"Performance of LDL-C Only Compared With the Dutch Lipid Clinic Network Score, 2025","DLCN score ≥6; calculated before genetic results, with a pathogenic FH variant as the reference standard",112,,3818.0,Dutch Criteria for Familial Hypercholesterolemia (FH),Exact,https://www.mdcalc.com/calc/3818/dutch-criteria-familial-hypercholesterolemia-fh,Diagnosis,"Endocrinology, Family Practice, Internal Medicine, Pediatrics",Dyslipidemia,mdcalc:3818,Moderate,Count-based,Unclear,True,426.0,0.5376344086021505,0.8408408408408409,0.21830985915492956,0.4854368932038835,0.8668730650154799,0.3784752494429915,3.3779671332927577,0.5498847926267282,6.143045195261079,0.757069325231056,0.24178403755868544,0.7582159624413145,0.9993879681484048,0.5659518742085354,0.6707498030249828,0.0863195222060732,11.401798927691154,0.758762629269658,0.08462621816747112,11.153187426867285,0.06026557782581493,0.02605394438025843,69.81685751450419,30.183142485495807,Positive-result dominant,True,
111,Dutch-English LEMS Tumor Association Prediction (DELTA-P) Score,"Neurology, Oncology",Small-cell lung cancer in Lambert-Eaton myasthenic syndrome,0.7272727273,0.7441860465,0.5057471264,87.0,32.0,11.0,12.0,32.0,0.7441860465,0.7272727273,0.4714587738,0.999904695,0.8330008949,0.1669038001,16.69197084,2.842975207,0.3664772727,0.5057471264,0.4942528736,0.820363643,0.8453509366,v1_raw,High,"Maddison et al., 2020",DELTA-P ≥3 (high tumor risk),113,,10553.0,Dutch-English LEMS Tumor Association Prediction (DELTA-P) Score,Exact,https://www.mdcalc.com/calc/10553/dutch-english-lems-tumor-association-prediction-delta-p-score,Prognosis,"Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Neurology, Primary Care, Pulmonology","Lung Cancer, Motor Neuron Disease, Neuropathy, Lambert-Eaton Myasthenic Syndrome",mdcalc:10553,High,Count-based,Unclear,True,87.0,0.7272727272727273,0.7441860465116279,0.5057471264367817,0.7441860465116279,0.7272727272727273,0.4714587737843552,2.84297520661157,0.3664772727272727,7.757575757575758,0.9999046950184836,0.4942528735632184,0.5057471264367817,0.8203636429576731,0.8453509366224364,0.8330008949260592,0.16690380009242434,16.691970837214548,1.0081960458281902,0.15861244928271764,15.7323022579824,0.08482999512872161,0.0820738049637028,50.82568226831642,49.17431773168358,Balanced,True,
112,ED-SAFE Patient Safety Screener 3 (PSS-3),"Emergency Medicine, Psychiatry",Suicide risk,1,0.9855769231,0.1544715447,492.0,76.0,6.0,0.0,410.0,0.9268292683,1,0.9855769231,0.6209181359,0.06294105356,0.5579770823,89.86322835,69.33333333,0,0.1544715447,0.8455284553,0.3776463214,0,v1_raw,High,"Boudreaux et al., 2015",Positive active suicidal ideation and/or lifetime suicide attempt; BSSI reference standard,114,,10171.0,ED-SAFE Patient Safety Screener 3 (PSS-3),Exact,https://www.mdcalc.com/calc/10171/patient-safety-screener-3-pss-3,Diagnosis,"Critical Care, Emergency Medicine, Psychiatry",Depression/Suicidality,mdcalc:10171,High,Count-based,Unclear,True,492.0,1.0,0.9855769230769231,0.15447154471544716,0.926829268292683,1.0,0.9855769230769231,69.33333333333358,0.0,inf,0.6209181358912585,0.16666666666666666,0.8333333333333334,0.37764632137370024,0.0,0.06294105356228337,0.5579770823289751,89.86322835103881,0.622384289388097,0.5579770823289751,89.65153713593182,0.3562480929971854,0.2017289893317898,63.8463665049144,36.1536334950856,Positive-result dominant,True,
113,Edinburgh Postnatal Depression Scale (EPDS),"Obstetrics, Psychiatry, Primary Care",Major or minor postnatal depression,0.8571428571,0.7755102041,0.4166666667,84.0,30.0,11.0,5.0,38.0,0.7317073171,0.8837209302,0.6326530612,0.9798687567,0.6749722022,0.3048965545,31.11606043,3.818181818,0.1842105263,0.4166666667,0.5833333333,0.8390040614,0.5185697318,v1_raw,High,"Cox et al., 1987",EPDS ≥13 (12/13 cutoff); Research Diagnostic Criteria interview reference,115,,10466.0,Edinburgh Postnatal Depression Scale,Manual alias,https://www.mdcalc.com/calc/10466/edinburgh-postnatal-depression-scale-epds,Prognosis,"Family Practice, OB-Gyn, Psychiatry",Depression/Suicidality,mdcalc:10466,High,Count-based,Unclear,True,84.0,0.8571428571428571,0.7755102040816326,0.4166666666666667,0.7317073170731707,0.8837209302325582,0.6326530612244898,3.8181818181818175,0.18421052631578955,20.727272727272716,0.9798687566511528,0.4880952380952381,0.5119047619047619,0.8390040613676977,0.5185697317883058,0.6749722021782469,0.30489655447290587,31.116060431902653,0.9884562271326347,0.2963090839914239,29.97695556544499,0.14339939314568187,0.16149716132722383,47.032146163011106,52.967853836988894,Balanced,True,
114,EGSYS (Evaluation of Guidelines in SYncope Study) Score for Syncope,"Cardiology, Emergency Medicine, Neurology","Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",0.9230769231,0.6913043478,0.1015625,256.0,24.0,71.0,2.0,159.0,0.2526315789,0.9875776398,0.6143812709,0.4739291235,0.3632592374,0.1106698861,23.35156896,2.990249187,0.1112723754,0.1015625,0.8984375,0.8154224978,0.09645482911,v1_raw,Moderate,"Del Rosso et al., Clinical predictors of cardiac syncope at initial evaluation: the EGSYS score. Heart, 2008.",EGSYS >3,116,,3948.0,EGSYS Syncope Score,Manual alias,https://www.mdcalc.com/calc/3948/egsys-evaluation-guidelines-syncope-study-score-syncope,"Diagnosis, Prognosis","Cardiology, Emergency Medicine, Neurology","Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",mdcalc:3948,Moderate,Count-based,Unclear,True,256.0,0.9230769230769231,0.691304347826087,0.1015625,0.25263157894736843,0.9875776397515528,0.6143812709030101,2.990249187432286,0.11127237542331875,26.873239436619738,0.4739291234809583,0.37109375,0.62890625,0.8154224977821039,0.09645482910708593,0.36325923740445587,0.11066988607650241,23.351568956903098,0.47674688723269454,0.10785212232476615,22.62251211555888,0.04958795257134096,0.06108193350516148,44.80708739237561,55.19291260762439,Balanced,True,
115,El-Ganzouri Risk Index (EGRI) for Difficult Airway,Anesthesiology,Difficult laryngoscopy (Cormack–Lehane III–IV),0.4791666667,0.8177083333,0.2,240.0,23.0,35.0,25.0,157.0,0.3965517241,0.8626373626,0.296875,0.7219280949,0.6719284555,0.04999963934,6.92584756,2.628571429,0.6369426752,0.2,0.8,0.9688977092,0.5772899022,v1_raw,Moderate,"Corrente et al., 2020",EGRI ≥4,117,,10149.0,El-Ganzouri Risk Index,Manual alias,https://www.mdcalc.com/calc/10149/el-ganzouri-risk-index-egri-difficult-airway,Prognosis,"Anesthesiology, Critical Care, Emergency Medicine, Pulmonology, Surgery (Trauma)",Respiratory Failure,mdcalc:10149,Moderate,Count-based,Unclear,True,240.0,0.4791666666666667,0.8177083333333334,0.2,0.39655172413793105,0.8626373626373627,0.296875,2.628571428571429,0.6369426751592355,4.126857142857144,0.7219280948873623,0.24166666666666667,0.7583333333333333,0.9688977092243805,0.5772899021747756,0.6719284555450967,0.04999963934226559,6.925847559661285,0.724933709555881,0.046994024673746915,6.482527168247845,0.03531567653522065,0.01468396280704488,70.63186254899179,29.36813745100821,Positive-result dominant,True,
116,Emergency Department Assessment of Chest Pain Score (EDACS),"Emergency Medicine, Cardiology",30-day major adverse cardiac events (MACE),0.8823529412,0.7018867925,0.06028368794,282.0,15.0,79.0,2.0,186.0,0.1595744681,0.9893617021,0.5842397336,0.3285700265,0.2677605648,0.06080946172,18.50730645,2.959791512,0.1676154333,0.06028368794,0.9397163121,0.6332905747,0.08499555984,v1_raw,High,"Stopyra et al., 2015","High risk: EDACS ≥16, ischemic ECG, or positive serial troponin; low risk requires EDACS <16, nonischemic ECG, and negative 0- and 2-hour troponins",118,,1858.0,EDACS,Manual alias,https://www.mdcalc.com/calc/1858/emergency-department-assessment-chest-pain-score-edacs,Rule Out,"Cardiology, Emergency Medicine, Hospitalist Medicine",Acute Coronary Syndrome,mdcalc:1858,High,Count-based,Unclear,True,282.0,0.8823529411764706,0.7018867924528301,0.06028368794326241,0.1595744680851064,0.9893617021276596,0.5842397336293006,2.959791511541325,0.16761543327008227,17.65822784810126,0.3285700264922171,0.3333333333333333,0.6666666666666666,0.6332905746550958,0.08499555983671264,0.26776056477617366,0.060809461716043456,18.507306453129516,0.33112799642287133,0.05825149178538926,17.591835306791285,0.029569273342404813,0.031240188373638567,48.62610604988056,51.37389395011944,Balanced,True,
117,Emergency Heart Failure Mortality Risk Grade (EHMRG),"Emergency Medicine, Cardiology",Seven-day all-cause mortality in acute heart failure,0.9308357349,0.3155164282,0.05172927847,6708.0,323.0,4354.0,24.0,2007.0,0.06906136412,0.988183161,0.2463521631,0.2936978812,0.2807227235,0.01297515774,4.417858817,1.359909534,0.2192097113,0.05172927847,0.9482707215,0.3624110428,0.09261033077,v1_raw,High,"Sepehrvand et al., 2019",EHMRG ≥18.0 (risk category 4 or higher),119,,1755.0,Emergency Heart Failure Mortality Risk Grade (EHMRG),Exact,https://www.mdcalc.com/calc/1755/emergency-heart-failure-mortality-risk-grade-ehmrg,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Heart Failure,mdcalc:1755,High,Count-based,Unclear,True,6708.0,0.930835734870317,0.31551642823455434,0.05172927847346452,0.06906136412230061,0.9881831610044313,0.2463521631048713,1.3599095336495377,0.21920971125556227,6.203692007349566,0.29369788122067914,0.697227191413238,0.3027728085867621,0.3624110428280515,0.09261033076977179,0.28072272347945787,0.012975157741221266,4.417858817126424,0.2938054166292129,0.012867622332687503,4.379640947507324,0.002800436574089967,0.01017472116713129,21.583063805021457,78.41693619497855,Negative-result dominant,True,
118,Eosinophilic Esophagitis Endoscopic Reference Score (EREFS),Gastroenterology,Biopsy-confirmed eosinophilic esophagitis,0.7941176471,0.862745098,0.5,204.0,81.0,14.0,21.0,88.0,0.8526315789,0.8073394495,0.6568627451,1,0.6586711114,0.3413288886,34.13288886,5.785714286,0.2386363636,0.5,0.5,0.6032154068,0.707004065,v1_raw,Moderate,"Park et al., 2024",EREFS ≥2,120,,10612.0,Eosinophilic Esophagitis Endoscopic Reference Score (EREFS),Exact,https://www.mdcalc.com/calc/10612/eosinophilic-esophagitis-endoscopic-reference-score-erefs,Diagnosis,Gastroenterology,Eosinophilic Esophagitis,mdcalc:10612,Moderate,Count-based,Unclear,True,204.0,0.7941176470588235,0.8627450980392157,0.5,0.8526315789473684,0.8073394495412844,0.6568627450980391,5.785714285714287,0.23863636363636367,24.244897959183678,1.0,0.46568627450980393,0.5343137254901961,0.6032154068313578,0.7070040649747601,0.6586711114275874,0.3413288885724126,34.13288885724126,1.0035360172570809,0.3377928713153318,33.66026385765462,0.18477713897559322,0.15655174959681942,54.134632362473745,45.865367637526255,Balanced,True,
119,EPIPHANY Index for Pulmonary Embolism (PE) in Cancer,"Oncology, Emergency Medicine, Pulmonology",Serious complication within 15 days of cancer-associated PE,0.8411214953,0.5598991173,0.1188888889,900.0,90.0,349.0,17.0,444.0,0.2050113895,0.9631236443,0.4010206126,0.5261585549,0.4736496643,0.05250889061,9.979670601,1.911201564,0.2837627347,0.1188888889,0.8811111111,0.7318383491,0.2277823483,v1_raw,High,"Sánchez-Cánovas et al., 2023",High-risk EPIPHANY classification versus low/intermediate risk,121,,10015.0,EPIPHANY Index for Pulmonary Embolism (PE) in Cancer,Exact,https://www.mdcalc.com/calc/10015/epiphany-index-pulmonary-embolism-pe-cancer,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Pulmonology, Surgery (General)","Pulmonary Embolism, Venous Thromboembolism",mdcalc:10015,High,Count-based,Unclear,True,900.0,0.8411214953271028,0.5598991172761665,0.11888888888888889,0.20501138952164008,0.9631236442516269,0.4010206126032694,1.9112015638807809,0.28376273469731417,6.73520984324962,0.5261585548635064,0.48777777777777775,0.5122222222222222,0.7318383490869769,0.22778234832369196,0.4736496642515609,0.05250889061194547,9.979670600541139,0.5269600521084447,0.05170739336700716,9.81239339872506,0.02106676275367185,0.031442127858273605,40.120372965715035,59.879627034284965,Balanced,True,
120,European System for Cardiac Operative Risk Evaluation (EuroSCORE) II,"Cardiac Surgery, Cardiology",Operative mortality following cardiac surgery,0.59375,0.9135654262,0.03699421965,865.0,19.0,72.0,13.0,761.0,0.2087912088,0.9832041344,0.5073154262,0.2283368463,0.18786761,0.04046923637,17.72348047,6.869357639,0.4446862681,0.03699421965,0.9630057803,0.7391658176,0.1230508956,v1_raw,Moderate,"Ranjan et al., 2019",EuroSCORE II predicted mortality ≥10%,122,,10179.0,European System for Cardiac Operative Risk Evaluation (EuroSCORE) II,Exact,https://www.mdcalc.com/calc/10179/european-system-cardiac-operative-risk-evaluation-euroscore-ii,Prognosis,"Cardiology, Hospitalist Medicine, Internal Medicine, Surgery (Cardiothoracic)",Acute Coronary Syndrome,mdcalc:10179,Moderate,Count-based,Unclear,True,865.0,0.59375,0.9135654261704682,0.03699421965317919,0.2087912087912088,0.9832041343669251,0.5073154261704682,6.86935763888889,0.4446862680683311,15.447649572649576,0.2283368463281319,0.10520231213872833,0.8947976878612717,0.739165817569305,0.1230508956249887,0.1878676099567029,0.04046923637142899,17.72348047291176,0.22917077409743186,0.039635308602129014,17.295097404208303,0.031244049253833225,0.009225187117595754,77.20444479622381,22.79555520377619,Positive-result dominant,True,
121,EUTOS Score for Chronic Myelogenous Leukemia (CML),"Hematology, Oncology",Failure to achieve complete cytogenetic response at 6 months,0.4680851064,0.7674418605,0.3533834586,133.0,22.0,20.0,25.0,66.0,0.5238095238,0.7252747253,0.2355269668,0.9370535262,0.8955952623,0.04145826394,4.424321853,2.012765957,0.693101225,0.3533834586,0.6466165414,0.9983636726,0.8481636883,v1_raw,Moderate,"Delgado et al., 2021",EUTOS >87 (high risk),123,,3906.0,EUTOS Score,Manual alias,https://www.mdcalc.com/calc/3906/eutos-score-chronic-myelogenous-leukemia-cml,Prognosis,Hematology and Oncology,"Cancer, Chemotherapy, Hematologic Malignancy, Leukemia/Lymphoma",mdcalc:3906,Moderate,Count-based,Unclear,True,133.0,0.46808510638297873,0.7674418604651163,0.3533834586466165,0.5238095238095238,0.7252747252747253,0.23552696684809504,2.012765957446809,0.6931012250161186,2.904000000000001,0.9370535262287881,0.3157894736842105,0.6842105263157895,0.998363672593813,0.8481636883083002,0.895595262293199,0.04145826393558916,4.424321853036476,0.9424771917960398,0.03603459836833742,3.8233920865148763,0.027551415121502536,0.01390684881408673,66.45578590629667,33.54421409370333,Positive-result dominant,True,
122,EVendo Score for Esophageal Varices,"Gastroenterology, Hepatology",Gastroesophageal varices needing treatment,0.8333333333,0.3406593407,0.1165048544,103.0,10.0,60.0,2.0,31.0,0.1428571429,0.9393939394,0.173992674,0.5192300197,0.5077865516,0.01144346811,2.203930373,1.263888889,0.4892473118,0.1165048544,0.8834951456,0.5916727786,0.3298460702,v1_raw,Moderate,"Alswat et al., 2022",EVendo >3.90 predicts VNT; ≤3.90 rules out VNT,124,,10175.0,EVendo Score for Esophageal Varices,Exact,https://www.mdcalc.com/calc/10175/evendo-score-esophageal-varices,Diagnosis,"Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Surgery (General)","Chronic Liver Disease, Hypertension",mdcalc:10175,Moderate,Count-based,Unclear,True,103.0,0.8333333333333334,0.34065934065934067,0.11650485436893204,0.14285714285714285,0.9393939393939394,0.17399267399267404,1.263888888888889,0.4892473118279569,2.5833333333333344,0.5192300197391869,0.6796116504854369,0.32038834951456313,0.5916727785823273,0.32984607020714635,0.5077865516271722,0.011443468112014687,2.20393037324052,0.5262333937240848,0.004440094127116806,0.84374997483433,0.003112999834262455,0.00833046827775225,27.203290154617243,72.79670984538276,Negative-result dominant,True,
